성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTR-2013-0025744988,특허,전자파 차폐용 케이블 관통 밀봉 시스템,10-1223097-0000,nan,극동일렉콤;,"H05K 9/00,H01B 9/02",대한민국,nan,nan,nan,전자파 차단용 적층형 시트를 적용한 조선해양용 인서트 블록 및 엔드패킹 개발,1525003120,해양수산부,극동일렉콤(주),중소기업,기타 해양환경기술,특수기능성 소재기술
2013,PTR-2013-0025744985,특허,세척기능을 갖는 여과기,10-1230352-0000,nan,한국해양대학교;,"B01D 35/16,C02F 1/00,C02F 103/08",대한민국,nan,nan,nan,해양준설토 재이용을 위한 친환경 고화처리시스템 개발,1525003203,해양수산부,(주)신대양,중소기업,해양환경 관리기술,해양환경보전기술
2013,PTO-2013-0025744975,특허,입자의 이동에 의해 분석물질을 검출하는 장치 및 방법,10-2013-0166909,nan,강릉원주대학교산학협력단;,"B01L 3/00,G01N 33/536,G01N 35/08,G01N 33/543,G01N 35/00",대한민국,nan,nan,nan,마비성 패류독 검사용 바이오센서 개발 및 응용,1525003208,해양수산부,강릉원주대학교 산학협력단,대학,동식물 병해충 제어기술,수산자원/어장환경
2013,PTR-2013-0025745972,특허,선원 피로도 측정 장치를 이용한 선박 도난방지 방법 및 시스템,10-1262675-0000,nan,한국해양과학기술원;,"A61B 3/11,H04L 9/32,G06K 9/00,A61B 3/12,A61B 3/14",대한민국,nan,nan,nan,지능형 해양안전정보시스템 구축 및 운용기술개발,1525003086,해양수산부,목포해양대학교 산학협력단,대학,멀티미디어 단말기 및 운영체계기술,선박운항 안전기술
2013,PTR-2013-0025746424,특허,해상풍력발전용 해류발전장치,10-1230082-0000,nan,인하대학교산학협력단;,"F03D 9/00,F03B 13/12,F03D 11/00",대한민국,nan,nan,nan,해양에너지 특성화 대학원 지원사업(인하대학교),1615006334,해양수산부,인하대학교산학협력단,대학,기타 에너지기술,신재생에너지
2013,PTO-2013-0025714499,특허,다수의 직선대를 구비하는 복합단층 구조 촬영장치 및 촬영방법,10-2013-0136081,nan,한국지질자원연구원;,"G01V 8/20,G01B 11/16,F16M 11/24,H04N 5/225",대한민국,nan,nan,nan,심지층을 활용한 CO2 지중저장 및 녹색에너지자원 확보기술 개발,1711009424,미래창조과학부,한국지질자원연구원,출연연구소,기타 에너지기술,지구물리학
2013,PTR-2013-0025496882,특허,다각형 중요도에 기반을 둔 교차 검사 가속화 자료 구조 구성 방법,10-1228118-0000,nan,서강대학교산학협력단;,"G06T 17/30,G06T 15/06,G06T 17/00",대한민국,nan,nan,nan,실시간 광선 추적을 위한 효과적인 공간가속구조 구축,1345213616,교육부,서강대학교,대학,기타 정보기술,달리 분류되지 않는 소프트웨어
2013,PTO-2013-0025496836,특허,무선 제어 장치 및 이를 포함하는 무선 제어 시스템,10-2013-0102164,nan,재단법인대구경북과학기술원;,"H04Q 9/00,G06F 3/01",대한민국,nan,nan,nan,인체 삽입형 바이오메디컬 디바이스들 간의 체내 무선 링크 시스템 연구,1711007919,미래창조과학부,대구경북과학기술원,대학,의과학·의공학 기술,치료/진단기기
2013,PTO-2013-0025496804,특허,양자점을 이용한 3차원 광결정 기반의 단백질 검출센서 및 그 제조방법,10-2013-0138513,nan,서강대학교산학협력단;,"G01N 33/543,C12N 15/115",대한민국,nan,nan,nan,색변화로 검출가능한 3차원 광결정 기반의 실시간 비표지 면역센서 개발,1345213498,교육부,서강대학교,대학,바이오칩 개발기술,나노마이크로센서
2013,PTR-2013-0025496783,특허,rpS3 융합단백질을 포함하는 파킨슨병 예방 및 치료용 약학 조성물,10-1347734-0000,nan,한림대학교 산학협력단;,"A61K 38/17,C07K 14/435,C12N 15/62,A61P 25/16",대한민국,nan,nan,nan,단백질침투기술을 이용한 다낭신 치료제 탐색 및 개발,1711000488,미래창조과학부,한림대학교,대학,난치성 질환 치료기술,생화학/구조생물학
2013,PTO-2013-0025496777,특허,세포투과성 파라옥소네이즈 Ⅰ 융합단백질을 포함하는 항염증 약학 조성물,10-2013-0145391,nan,한림대학교 산학협력단;,"A61K 38/46,A61K 47/50",대한민국,nan,nan,nan,단백질침투기술을 이용한 다낭신 치료제 탐색 및 개발,1711000488,미래창조과학부,한림대학교,대학,난치성 질환 치료기술,생화학/구조생물학
2013,PTR-2013-0025496740,특허,알에프아이디를 이용한 창고관리시스템,10-1255776-0000,nan,동서대학교산학협련단;,"G06Q 10/08,G06K 17/00,G06Q 10/04",대한민국,nan,nan,nan,성공적 RFID 시스템을 위한 품질관리 프레임워크 개발,1345202790,미래창조과학부,동서대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,정보이론
2013,PTR-2013-0025496731,특허,아라비노스 대사경로가 도입된 자일리톨 생산균주 및 이를 이용한 자일리톨 생산방법,10-1246780-0000,nan,한국과학기술원;,"C12N 1/15,C12N 15/52,C12P 7/18,C12R 1/74",대한민국,nan,nan,nan,이종의 자일로스 transporter와 아라비노스 대사 유전체 재설계를 통한 아라비톨 무생성 자일리톨 생산균주의 구축 및 생산공정개발,1345198185,미래창조과학부,한국과학기술원,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,대사공학
2013,PTO-2013-0025496694,특허,기판 예열 장치를 구비한 인쇄 장치,10-2013-0042431,nan,충남대학교산학협력단;,"B41F 33/00,B41F 23/04,B41F 33/14",대한민국,nan,nan,nan,신호처리 기법을 이용한 롤투롤 프린팅 시스템의 레지스터 제어 알고리즘 개발,1711008352,미래창조과학부,충남대학교,대학,기타 나노소자 및 시스템기술,정밀생산기계
2013,PTO-2013-0025496689,특허,전기식 입자 집적기,10-2013-0096217,nan,울산과학기술대학교 산학협력단;,"B03C 3/06,B03C 3/36,B03C 3/45",대한민국,nan,nan,nan,공기 중 바이러스의 신속한 진단 센서 시스템 (미세 센서와 소형 전기식 바이러스 집적 장치) 에 대한 연구,1711001173,미래창조과학부,울산과학기술대학교,대학,바이오칩 개발기술,나노/마이크로 기계시스템
2013,PTO-2013-0025496666,특허,INTERCONNECTION APPARATUS AND METHOD USING TERAHERTZ WAVES,13/907582,nan,한국전자통신연구원;,nan,미국,nan,nan,nan,포토닉스 기반 포터블 테라헤르츠 분광기 기술개발,1345204019,미래창조과학부,한국전자통신연구원,출연연구소,에너지소재 기술,레이저 관련부품/발생장치
2013,PTO-2013-0025496964,특허,앱타머를 포함하는 ELISA 변형키트,10-2013-0166051,nan,경희대학교 산학협력단;,G01N 33/535,대한민국,nan,nan,nan,나노물질을 이용한 고감도의 DNA 메틸화 정량분석방법 개발,1345202479,교육부,경희대학교,대학,기타기초·기반기술,달리 분류되지 않는 생화학
2013,PTR-2013-0025496808,특허,방사 패턴 재구성 안테나,10-1274250-0000,nan,중앙대학교 산학협력단;,"H01Q 9/04,H01Q 1/38,H01Q 1/24",대한민국,nan,nan,nan,반사와 흡수 모드를 가변할 수 있는 2차원 다기능 메타물질에 대한 연구,9991001697,미래창조과학부,중앙대학교,대학,기타항공기기술,전기전자부품
2013,PTO-2013-0025496861,특허,형태학적 연산을 이용한 이미지 분할 처리방법,10-2013-0143450,nan,조선대학교 산학협력단;,"G06T 7/00,A61B 5/00",대한민국,nan,nan,nan,UDTV급 고효율 코덱 기반의 heterogeneous networked video QoS 제어 기술 개발,1345213691,교육부,조선대학교,대학,신호처리기술(영상·음성처리·인식·합성),국방정보통신
2013,PTR-2013-0025496723,특허,표적 검출을 위해 적외선 영상의 잡음 제거 방법 및 장치,10-1347979-0000,nan,한양대학교 에리카산학협력단;,"H04N 5/217,G06T 5/00,G06T 5/10,G06T 5/20",대한민국,nan,nan,nan,웹 3.0 시대의 멀티미디어 검색 서비스를 위한 핵심 기술 연구,1345202590,교육부,한양대학교(ERICA캠퍼스),대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,알고리즘
2013,PTO-2013-0025496816,특허,비상냉각탱크 냉각설비 및 이를 구비하는 원전,10-2013-0052051,nan,한국원자력연구원;,G21C 15/18,대한민국,nan,nan,nan,SMART 안전성 향상을 위한 유체계통 연구,1711004600,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,유체계통 설계기술
2013,PTO-2013-0025496809,특허,미공개,10-2013-0157451,nan,한양대학교 에리카산학협력단;,"A61K 9/16,A61K 9/06,A61K 47/30,A61K 8/02,A61Q 19/00",대한민국,nan,nan,nan,석유회수증진을 위한 양친성 야누스형 나노입자 계면활성제 합성 연구,9991001924,교육부,한양대학교(ERICA캠퍼스),대학,에너지소재 기술,고분자 입자제조기술
2013,PTO-2013-0025496774,특허,신규한 단백질 및 이의 용도,PCT/KR2013/004539,nan,차의과학대학교;,nan,국제,nan,nan,nan,스마트 융합단백질과 전극 오염막 형성 저해 기술에 의한 고감도 전기화학식 나노바이오센서 개발,1345213681,교육부,차의과학대학교,대학,바이오칩 개발기술,융합바이오
2013,PTO-2013-0025496751,특허,세라믹-금속 하이브리드 피복관,10-2013-0042402,nan,한국원자력연구원 외 1명;,G21C 3/07,대한민국,nan,nan,nan,신개념 핵연료 피복관 기술 개발,1711004831,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,핵연료 제조기술
2013,PTR-2013-0025496910,특허,"다중입출력 직교 주파수 다중 분할 시스템에서 반송파간의간섭 제거 방법 및, 그를 이용한 수신 장치",10-1329389-0000,nan,"포항공과대학교 산학협력단, 삼성전자주식회사;",H04B 7/04,대한민국,nan,nan,nan,Beyond LTE-Advanced를 위한 주파수 효율적인 통신 시스템 개발 연구,1345199424,미래창조과학부,포항공과대학교,대학,4세대 이동통신,이동통신
2013,PTO-2013-0025496868,특허,플루오르가 도핑된 스트론튬 티탄산 광촉매 입자 및 분무열분해법을 이용한 상기 입자의 제조 방법,10-2013-0031722,nan,한국과학기술원;,"B01J 27/06,B01J 35/00,B01J 37/08,C01B 3/04,B01J 35/10",대한민국,nan,nan,nan,태양광(가시광+자외선)에 최적화된 광촉매의 제조 및 반응 특성,1345212764,교육부,한국과학기술원,대학,수소생산 이용기술,기타 과학기술과 인문사회
2013,PTO-2013-0025496866,특허,생체뼈 모방을 위한 다층 코어-셀 파이버 구조를 갖는 탄소나노튜브-젤라틴-하이드록시아파타이트 나노 혼성체,10-2013-0108394,nan,단국대학교 산학협력단;,"A61L 27/02,A61L 27/08,A61L 27/42,A61L 27/44,A61L 27/44",대한민국,nan,nan,nan,조직재생공학연구소,9991002241,교육부,단국대학교(천안캠퍼스),대학,생체조직 재생기술,의약품/의약품개발
2013,PTR-2013-0025496832,특허,골 재생용 탄소나노튜브-키토산-실리카 나노복합체 및 이의 제조방법,10-1309416-0000,nan,단국대학교 산학협력단;,"A61L 27/20,A61L 27/08,A61L 27/10,C08K 3/04,C08J 5/00",대한민국,nan,nan,nan,이온성 액체를 이용한 생체세라믹(CaP)/생체고분자 나노하이브리드의 골 재생용 3차원 다공성 스캐폴드의 개발,1345213026,교육부,단국대학교(천안캠퍼스),대학,생체조직 재생기술,융합바이오
2013,PTO-2013-0025496831,특허,인지 무선 시스템에서 연판정 방식의 결정 융합 방법,10-2013-0156326,nan,강원대학교산학협력단;,"H04L 25/06,H04L 27/00",대한민국,nan,nan,nan,Cognitive radio에서 감지 및 전송을 위한 신호처리,9991002213,교육부,강원대학교,대학,4세대 이동통신,이동통신 시스템
2013,PTO-2013-0025496726,특허,HORN ANTENNA APPARATUS,13/856714,nan,한국전자통신연구원;,nan,미국,nan,nan,nan,포토닉스 기반 포터블 테라헤르츠 분광기 기술개발,1345204019,미래창조과학부,한국전자통신연구원,출연연구소,에너지소재 기술,레이저 관련부품/발생장치
2013,PTR-2013-0025712717,특허,열전 소자 및 그 제조 방법,10-1232875-0000,nan,한국전자통신연구원;,"H01L 35/32,H01L 35/20,H01L 35/34",대한민국,nan,nan,nan,정보통신미래신기술연구사업,1415104810,지식경제부,한국전자통신연구원,출연연구소,기타 나노소자 및 시스템기술,기타 전기/전자
2013,PTR-2013-0025709568,특허,카메라를 이용한 운전 부주의 경보 방법 및 장치,10-1219730-0000,nan,재단법인대구경북과학기술원;,"B60W 40/10,B60W 30/12,B60K 28/10",대한민국,nan,nan,nan,상지마비 환자의 인지/운동 재활을 위한 EXG를 활용한 상지 재활 로봇 기술 개발,1711008551,미래창조과학부,대구경북과학기술원,출연연구소,의과학·의공학 기술,로봇/자동화기계
2013,PTR-2013-0025709569,특허,"손 재활을 위한 휴대형 작업치료용 장치 및 방법, 이를 위한 스마트폰용 앱을 포함하는 장치",10-1219990-0000,nan,재단법인대구경북과학기술원;,"A63B 23/16,A63B 71/06",대한민국,nan,nan,nan,상지마비 환자의 인지/운동 재활을 위한 EXG를 활용한 상지 재활 로봇 기술 개발,1711008551,미래창조과학부,대구경북과학기술원,출연연구소,의과학·의공학 기술,로봇/자동화기계
