성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTR-2013-0025676423,특허,영구자석 매입형 동기 릴럭턴스 전동기의 설계 방법,10-1251859-0000,nan,한밭대학교  산학협력단;,"H02K 15/02,H02K 19/06",대한민국,nan,nan,nan,영구자석매입형 동기 릴럭턴스 전동기( Permanent Magnet Assisted Synchronous Reluctance Motor : PMASynRM)의 최적설계 및 알고리즘개발,1345170669,교육과학기술부,한밭대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기타 에너지/자원
2013,PTO-2013-0025660989,특허,비바리 비단망사 추출물을 유효성분으로 포함하는 자가면역질환 또는 염증질환의 예방 및 치료용 조성물,10-2013-0009766,nan,제주대학교 산학협력단;,"A61K 36/04,A23L 33/10",대한민국,nan,nan,nan,제주 해양생물 기반 아토피성피부염 개선소재 개발,1711004981,미래창조과학부,제주대학교,대학,기능성 바이오소재 기반기술,미생물/기생생물학
2013,PTO-2013-0025675324,특허,그룹키 관리 장치 및 방법과 이에 관한 기록매체,10-2013-0026282,nan,명지대학교 산학협력단;,"H04L 9/08,H04L 9/06",대한민국,nan,nan,nan,Swarming기법을 위한 새로운 성능평가척도와 그래프이론과 게임이론 접근비교,1345169061,교육과학기술부,명지대학교,대학,고속인터넷 네트워킹기술,소프트웨어
2013,PTO-2013-0025661119,특허,신규한 미세조류 오돈텔라 및 이의 용도,10-2013-0083397,nan,한국생명공학연구원;,"C12N 1/12,C12P 7/64",대한민국,nan,nan,nan,"유전체, 생리·생태적 특성에 기반한 바이오매스 조류개량",9991003796,미래창조과학부,한국생명공학연구원,출연연구소,농업·해양 생물자원의 보존 및 이용기술,유전학/유전공학
2013,PTR-2013-0025661084,특허,정렬된 미립자가 인쇄된 인쇄물을 제조하는 방법,10-1256323-0000,nan,서강대학교산학협력단;,"B41M 5/03,B82B 3/00,B41J 2/22",대한민국,nan,nan,nan,"양성자, 전자, 활성수소 수송체 개발",1711002009,미래창조과학부,서강대학교 산학협력단,대학,기타 나노소자 및 시스템기술,광화학
2013,PTR-2013-0025661053,특허,"Polymer containing thiophene unit and thienylenevinylene unit, and organic field effect transistor and organic solar cell containing the polymer",8466239,nan,광주과학기술원;,nan,미국,nan,nan,nan,유기태양전지와 염료감응 태양전지의 융합형 고효율 소자 기반기술개발,1345200314,미래창조과학부,광주과학기술원,대학,기타 에너지기술,기타 재료
2013,PTO-2013-0025661222,특허,"3-브로모-4,5-디하이드록시벤즈알데하이드 화합물을 유효성분으로 포함하는 자가면역질환 또는 염증질환의 예방 및 치료용 조성물",10-2013-0128987,nan,제주대학교;,"A61K 31/11,A61K 9/14,A61K 9/20,A61K 9/48",대한민국,nan,nan,nan,제주 해양생물 기반 아토피성피부염 개선소재 개발,1711004981,미래창조과학부,제주대학교,대학,기능성 바이오소재 기반기술,미생물/기생생물학
2013,PTR-2013-0025661088,특허,마그네트론 스퍼터링 증착 장치 및 마그네트론 스퍼터링 증착 시스템,10-1243273-0000,nan,서강대학교산학협력단;,"C23C 14/35,C23C 14/34,C23C 14/46,C23C 14/54,C23C 14/14,C23C 14/08,C23C 14/06",대한민국,nan,nan,nan,"양성자, 전자, 활성수소 수송체 개발",1711002009,미래창조과학부,서강대학교 산학협력단,대학,기타 나노소자 및 시스템기술,광화학
2013,PTO-2013-0025661166,특허,식물의 체관 발달 및 형성에 관여하는 PHD 유전자,10-2013-0113544,nan,포항공과대학교 산학협력단;,"C12N 15/82,C07K 14/415",대한민국,nan,nan,nan,바이오매스 생산을 위한 에너지 분배 규명,1711001672,미래창조과학부,포항공과대학교,대학,바이오에너지 기술,분자세포 생물학
2013,PTO-2013-0025661065,특허,미공개,10-2013-0010216,nan,재단법인 다차원 스마트 아이티 융합시스템 연구단;,"H04N 7/24,H04N 7/18",대한민국,nan,nan,nan,초저전력 영상센서,1711004266,미래창조과학부,재단법인 다차원 스마트 아이티 융합시스템 연구단,기타,나노 photonics기술,광학
2013,PTO-2013-0025660950,특허,인공 sRNA 구조,10-2013-0011378,nan,한국과학기술원;,C12N 15/113,대한민국,nan,nan,nan,지능형 바이오시스템 구성 고기능 바이오부품/소자 및 분자공학기술 개발,1711005851,미래창조과학부,한국생명공학연구원,출연연구소,유전체기반 기술,생화학/구조생물학
2013,PTO-2013-0025660849,특허,"철-치환 혼종다종산이 함침된 메조포러스 셀 형태, 그 제조방법 및 그를 이용한 이산화탄소 분리방법",10-2013-0087376,nan,한국에너지기술연구원;,"C01G 49/00,C01G 41/00,B01D 53/62",대한민국,nan,nan,nan,에너지 집약형 비수계 CO2 포집 공정 기술개발,1345202341,미래창조과학부,한국에너지기술연구원,출연연구소,대기오염물질 저감 및 제거기술,분리/정제기술
2013,PTR-2013-0025675258,특허,전기식 바이오 입자 집적기,10-1275994-0000,nan,울산과학기술대학교 산학협력단;,B03C 3/40,대한민국,nan,nan,nan,전도성 수용액에서의 고주파 정전구동형 미세 캔틸레버센서에 대한 연구,1345176235,교육과학기술부,울산과학기술대학교,대학,의과학·의공학 기술,나노마이크로센서
2013,PTR-2013-0025675409,특허,조건별 단백질의 세포 내 위치를 예측하기 위한 방법,10-1255443-0000,nan,아주대학교 산학협력단;,"G16B 15/00,G16B 45/00",대한민국,nan,nan,nan,생체지표 발굴을 위한 네트워크 기반 대용량 생물학 데이터 처리 기법 연구,1345169008,교육과학기술부,아주대학교,대학,생물정보학 기술,시스템생물학
2013,PTO-2013-0025676326,특허,"DEACETYLATION HYDROLASE OF HYALURONIC ACID, HYALURONIC ACID DEACETYLATED BY SAME AND DERIVATIVE THEREOF",11792711.1,nan,한국원자력의학원;,nan,유럽연합,nan,nan,nan,방사선 융합 미생물 활용 차세대 기능성 항암치료요법개발,1345176763,교육과학기술부,한국원자력의학원,출연연구소,난치성 질환 치료기술,방사선 의학/의공학 기술
2013,PTO-2013-0025493553,특허,정수압 ECAP 공정에 의한 금속 재료의 제조 방법,10-2013-0006696,nan,서울대학교산학협력단;,"C22F 3/00,C22F 1/18",대한민국,nan,nan,nan,지속가능성을 위한 하이브리드 재료,1345212251,교육부,서울대학교,대학,나노전자 소자기술,기타 재료
2013,PTO-2013-0025496927,특허,공명통을 이용한 선박 프로펠러용 방음 덕트,PCT/KR2013/004947,nan,목포해양대학교 산학협력단;,nan,국제,nan,nan,nan,2차원 음향 메타물질의 유효 밀도 특성,1345200343,교육부,목포해양대학교,대학,원자·분자 레벨 물질 조작기술,국방플랫폼
2013,PTO-2013-0025496889,특허,FK506 결합 단백질 융합 단백질을 함유하는 다낭신 예방 및 치료용 약학 조성물,10-2013-0066879,nan,한림대학교 산학협력단;,"A61K 38/08,A61K 38/10,A61K 38/16,C07K 7/06,C07K 7/08,C07K 14/00,C12N 15/62,A61P 13/12",대한민국,nan,nan,nan,생명공학연구소,9991000929,교육부,한림대학교,대학,기능성 바이오소재 기반기술,분자세포 생물학
2013,PTR-2013-0025496873,특허,혈압으로부터 심박출량을 측정하는 방법,10-1306553-0000,nan,강원대학교 산학협력단;,"A61B 5/02,A61B 5/0215,A61B 5/00",대한민국,nan,nan,nan,심실보조장치 환자의 심장 기능 측정 및 응용,1345205102,교육부,강원대학교,대학,의과학·의공학 기술,생체신호 측정/진단기기
2013,PTO-2013-0025496798,특허,EYE DROP COMPOSITION FOR PREVENTION AND TREATMENT OF OPHTHALMIC DISEASES CONTAINING FUSION PROTEIN OF FK506 BINDING PROTEIN,13/985845,nan,한림대학교 산학협력단;,nan,미국,nan,nan,nan,생명공학연구소,9991000929,교육부,한림대학교,대학,기능성 바이오소재 기반기술,분자세포 생물학
2013,PTO-2013-0025496733,특허,"목적 단백질의 돌연변이체를 생성하는 세포, 상기 세포의 제조 방법, 및 상기 세포를 이용한 목적 단백질의 돌연변이체의 제조 방법",10-2013-0077116,nan,서강대학교 산학협력단;,"C12N 5/10,C12N 15/63,C12N 15/54",대한민국,nan,nan,nan,비자연 아미노산의 도입을 통한 metalloenzyme의 생합성과 응용,1711007890,미래창조과학부,서강대학교,대학,단백질체 연구,생화학
2013,PTO-2013-0025496897,특허,박막패턴 어레이 및 그 제조방법,10-2013-0081351,nan,숭실대학교 산학협력단;,"H01L 21/31,H01L 21/3205",대한민국,nan,nan,nan,무선 에너지 전송 응용을 위한 디스플레이 소자 기반의 초소형 및 고효율의 특성을 가지는 공진형 Antenna 통합 수신단 설계 기술 연구,1711008019,미래창조과학부,숭실대학교,대학,차세대디스플레이기술,디스플레이
2013,PTR-2013-0025496852,특허,젤라틴-아파타이트를 함유하는 생체고분자를 이용한 골 조직 재생용 나노섬유의 제조방법,10-1238539-0000,nan,단국대학교 산학협력단;,"D01F 8/02,A61F 2/28,A61L 27/12,D01D 5/00,D01F 8/14,D04H 1/728,B01D 71/00,D02G 3/44,D02G 3/02",대한민국,nan,nan,nan,조직재생공학연구소,9991002241,교육부,단국대학교(천안캠퍼스),대학,생체조직 재생기술,의약품/의약품개발
2013,PTR-2013-0025496707,특허,인간의 행동을 모방하는 가상 객체를 이용한 통신 방법 및 그 방법에 따른 통신 시스템,10-1285076-0000,nan,동국대학교 산학협력단;,"G06F 17/30,G06T 7/194",대한민국,nan,nan,nan,서비스 로봇의 인간 상호작용을 위한 학습알고리즘 및 프레임워크 연구,1345213840,교육부,동국대학교,대학,기타 정보처리시스템 및 S/W 기술,정보이론
2013,PTO-2013-0025496963,특허,스프레이 코팅을 통해 제조된 β-상 PVDF 필름을 포함하는 압전소자,10-2013-0010547,nan,인하대학교 산학협력단;,"H01L 41/193,H01L 41/08,H01L 41/317,H01L 41/187",대한민국,nan,nan,nan,비균일 핵생성을 이용한 저온에서의 고결정성 세라믹 막의 성장,1345212760,교육부,인하대학교,대학,기타 정보통신 부품기술,세라믹재료
2013,PTR-2013-0025494058,특허,조류독소 검출용 고감도 형광 면역 센서 및 이를 이용한 조류독소의 경쟁적 형광 면역 분석방법,10-1323804-0000,nan,광주과학기술원;,"G01N 33/543,G01N 33/58,G01N 33/52,G01N 21/64",대한민국,nan,nan,nan,지속가능한 수자원 확보를 위한 고기능 수처리 및 수생독성평가 원천기술 개발,1711005227,미래창조과학부,광주과학기술원,출연연구소,기타 환경기반기술,정수장 효율향상/고도처리기술
2013,PTO-2013-0025496948,특허,FK506 결합 단백질 융합 단백질을 함유하는 관절염 예방 및 치료용 약학 조성물,10-2013-0020953,nan,한림대학교 산학협력단;,"A61K 38/08,A61K 38/10,A61K 38/16,C07K 7/06,C07K 7/08,C07K 14/00,C12N 15/62,A61P 19/02",대한민국,nan,nan,nan,생명공학연구소,9991000929,교육부,한림대학교,대학,기능성 바이오소재 기반기술,분자세포 생물학
2013,PTO-2013-0025493413,특허,이산화티타늄-그래핀 다공성 나노섬유 제조방법 및 이를 이용한 염료감응형 태양전지,10-2013-0067066,nan,서울대학교산학협력단;,"D01F 9/10,D01D 5/00,D01D 10/02,B01J 35/06,B82Y 40/00,H01L 31/04",대한민국,nan,nan,nan,에너지환경 화학융합기술,1345212239,교육부,서울대학교,대학,나노 신기능 분자합성기술,유기화학
2013,PTR-2013-0025493535,특허,태양전지 소자 및 그 제조방법,10-1295199-0000,nan,포항공과대학교산학협력단;,"H01L 31/04,H01L 31/0224,H01L 31/18",대한민국,nan,nan,nan,첨단 기능성 신물질 시스템 기초 연구,1345212249,교육부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고체무기화학/결정학
2013,PTR-2013-0025493525,특허,탄소 박막 제조 방법,10-1271827-0000,nan,포항공과대학교산학협력단;,"C01B 32/05,C01B 32/184,C01B 32/21,H01L 51/00,H01M 4/583,H01M 4/86,H01M 8/0234,B82Y 30/00,B82Y 40/00",대한민국,nan,nan,nan,첨단 기능성 신물질 시스템 기초 연구,1345212249,교육부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고체무기화학/결정학
2013,PTO-2013-0025493515,특허,일체형 전도성 기판 및 이를 채용한 전자 소자,PCT/KR2013/003008,nan,포항공과대학교산학협력단;,nan,국제,nan,nan,nan,첨단 기능성 신물질 시스템 기초 연구,1345212249,교육부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고체무기화학/결정학
2013,PTR-2013-0025493505,특허,기판의 제조방법 및 이를 이용한 전자소자의 제조방법,10-1243635-0000,nan,포항공과대학교산학협력단;,H01L 21/027,대한민국,nan,nan,nan,첨단 기능성 신물질 시스템 기초 연구,1345212249,교육부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고체무기화학/결정학
2013,PTO-2013-0025493495,특허,미공개,10-2013-0016981,nan,포항공과대학교산학협력단;,"G01N 27/407,B82B 3/00,G01N 27/414",대한민국,nan,nan,nan,첨단 기능성 신물질 시스템 기초 연구,1345212249,교육부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고체무기화학/결정학
2013,PTR-2013-0025493471,특허,전이금속 나노촉매의 활성화 방법,10-1339966-0000,nan,한국과학기술원;,"B01J 38/18,B01J 23/46,B01J 23/44",대한민국,nan,nan,nan,지속가능한 에너지 공학 기술,1345212246,교육부,한국과학기술원,대학,기타 에너지기술,기타 에너지/자원
2013,PTR-2013-0025493457,특허,선박의 선형을 고려한 능동형 롤링 펜더,10-1282772-0000,nan,한국과학기술원;,"B63B 59/02,E02B 3/26,B63B 21/00,B63B 21/56,B63B 27/08,B63B 27/16,B63B 45/08,B63B 79/10,B63B 79/40,B63B 21/00",대한민국,nan,nan,nan,해양 인프라시스템,1345212244,교육부,한국과학기술원,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,달리 분류되지 않는 조선/해양시스템
2013,PTR-2013-0025493433,특허,엑스 큐브 방식의 조명광 합성장치,10-1262908-0000,nan,광주과학기술원;,"F21V 5/02,G02B 27/10,F21V 7/24,F21Y 115/10",대한민국,nan,nan,nan,나노바이오 재료 및 전자공학,1345212241,교육부,광주과학기술원,대학,기타 나노소재기술,반도체소자/시스템
2013,PTR-2013-0025493423,특허,가교구조를 포함하는 술폰화된 폴리(아릴렌 에테르) 공중합체 및 이를 포함하는 고분자 전해질막,10-1235167-0000,nan,광주과학기술원;,"C08G 65/34,C08G 75/23,C08G 61/12,H01M 8/10",대한민국,nan,nan,nan,나노바이오 재료 및 전자공학,1345212241,교육부,광주과학기술원,대학,기타 나노소재기술,반도체소자/시스템
